,Unnamed: 0,pclass,survived,gender,age,sibsp,parch,ticket,fare,embarked
1299,1299,3,0,male,27.0,1,0,2659,14.45,C
1300,1300,3,1,female,15.0,1,0,2659,14.45,C
1301,1301,3,0,male,45.5,0,0,2628,7.23,C
1302,1302,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2647,7.23,C
1303,1303,3,0,male,<function mean at 0x0000018EA5CE2158>,0,0,2627,14.46,C
1304,1304,3,0,female,14.5,1,0,2665,14.45,C
1305,1305,3,0,female,<function mean at 0x0000018EA5CE2158>,1,0,2665,14.45,C
1306,1306,3,0,male,26.5,0,0,2656,7.23,C
1307,1307,3,0,male,27.0,0,0,2670,7.23,C
1308,1308,3,0,male,29.0,0,0,315082,7.88,S
